Song Name,Chunk Number,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"six feet under",2,0.4236,0.231,-14.9775,0.0353,0.8913,0.1964,0.1094,0.0742,109.6889
"six feet under",3,0.4249,0.244,-14.7348,0.0419,0.8099,0.0346,0.1233,0.1065,94.885
"six feet under",4,0.4021,0.3265,-12.6985,0.0358,0.8173,0.0849,0.1226,0.125,138.1494
"six feet under",5,0.4583,0.2084,-13.2209,0.0356,0.7936,0.0112,0.1164,0.1836,98.6522
"six feet under",6,0.3859,0.0118,-19.331,0.0436,0.9484,0.0326,0.1081,0.1636,149.0589
"six feet under",7,0.1851,0.0521,-28.3652,0.0413,0.7767,0.6845,0.1437,0.0169,92.1271
"deva deva from brahmastra",1,0.3949,0.1485,-14.7741,0.0383,0.9454,0.0316,0.1202,0.1443,106.2799
"deva deva from brahmastra",2,0.6437,0.5594,-9.4165,0.0399,0.6146,0.0342,0.1066,0.3616,114.0353
"deva deva from brahmastra",3,0.5546,0.5853,-8.3179,0.0579,0.6013,0.0043,0.1508,0.3468,117.998
"deva deva from brahmastra",4,0.516,0.6002,-9.0221,0.0333,0.5853,0.0228,0.1286,0.3519,111.5665
"deva deva from brahmastra",5,0.4432,0.6808,-8.999,0.0365,0.5721,0.3265,0.1322,0.3361,118.16
"deva deva from brahmastra",6,0.5621,0.464,-9.8644,0.0294,0.7489,0.0049,0.1152,0.3261,113.0652
"deva deva from brahmastra",7,0.4882,0.6171,-8.6482,0.0376,0.6309,0.0205,0.1338,0.318,114.6971
"deva deva from brahmastra",8,0.4909,0.7216,-8.4672,0.0373,0.4809,0.0438,0.1294,0.3514,114.7189
"deva deva from brahmastra",9,0.3653,0.4406,-13.1726,0.042,0.726,0.633,0.126,0.1614,110.4527
"deva deva from brahmastra",10,0.6801,1,2.3489,0.1499,0.1153,0.8041,0.1828,0.0024,156.8224
"tum jo aaye",1,0.6974,0.7093,-8.5446,0.0636,0.4537,0.0593,0.1354,0.9216,95.4433
"tum jo aaye",2,0.6377,0.7101,-7.6029,0.0769,0.5132,0.0072,0.1404,0.7609,116.2674
"tum jo aaye",3,0.6371,0.7285,-7.2183,0.0568,0.4408,0,0.1467,0.8856,139.9658
"tum jo aaye",4,0.6318,0.713,-7.679,0.0601,0.3066,0.0247,0.1296,0.8524,124.5424
"tum jo aaye",5,0.5722,0.6654,-6.6237,0.054,0.4886,0.0026,0.1362,0.6322,127.7665
"tum jo aaye",6,0.6212,0.7746,-8.3979,0.0569,0.2705,0.0572,0.1366,0.9368,122.9311
"tum jo aaye",7,0.5688,0.76,-5.744,0.0579,0.3851,0.0014,0.136,0.734,146.2768
"tum jo aaye",8,0.6289,0.6273,-7.6222,0.0705,0.5011,0.0021,0.1342,0.7375,120.0398
"tum jo aaye",9,0.5958,0.7015,-7.1881,0.0533,0.4141,0.0019,0.1482,0.7647,127.5879
"tum jo aaye",10,0.34,0.7224,-9.1869,0.0453,0.3404,0.3008,0.178,0.5806,107.1938
"tum jo aaye",1,0.6974,0.7093,-8.5446,0.0636,0.4537,0.0593,0.1354,0.9216,95.4433
"tum jo aaye",2,0.6377,0.7101,-7.6029,0.0769,0.5132,0.0072,0.1404,0.7609,116.2674
"tum jo aaye",3,0.6371,0.7285,-7.2183,0.0568,0.4408,0,0.1467,0.8856,139.9658
"tum jo aaye",4,0.6318,0.713,-7.679,0.0601,0.3066,0.0247,0.1296,0.8524,124.5424
"tum jo aaye",5,0.5722,0.6654,-6.6237,0.054,0.4886,0.0026,0.1362,0.6322,127.7665
"tum jo aaye",6,0.6212,0.7746,-8.3979,0.0569,0.2705,0.0572,0.1366,0.9368,122.9311
"tum jo aaye",7,0.5688,0.76,-5.744,0.0579,0.3851,0.0014,0.136,0.734,146.2768
"tum jo aaye",8,0.6289,0.6273,-7.6222,0.0705,0.5011,0.0021,0.1342,0.7375,120.0398
"tum jo aaye",9,0.5958,0.7015,-7.1881,0.0533,0.4141,0.0019,0.1482,0.7647,127.5879
"tum jo aaye",10,0.34,0.7224,-9.1869,0.0453,0.3404,0.3008,0.178,0.5806,107.1938
"tum jo aaye",1,0.6974,0.7093,-8.5446,0.0636,0.4537,0.0593,0.1354,0.9216,95.4433
"tum jo aaye",2,0.6377,0.7101,-7.6029,0.0769,0.5132,0.0072,0.1404,0.7609,116.2674
"tum jo aaye",3,0.6371,0.7285,-7.2183,0.0568,0.4408,0,0.1467,0.8856,139.9658
"tum jo aaye",4,0.6318,0.713,-7.679,0.0601,0.3066,0.0247,0.1296,0.8524,124.5424
"tum jo aaye",5,0.5722,0.6654,-6.6237,0.054,0.4886,0.0026,0.1362,0.6322,127.7665
"tum jo aaye",6,0.6212,0.7746,-8.3979,0.0569,0.2705,0.0572,0.1366,0.9368,122.9311
"tum jo aaye",7,0.5688,0.76,-5.744,0.0579,0.3851,0.0014,0.136,0.734,146.2768
"tum jo aaye",8,0.6289,0.6273,-7.6222,0.0705,0.5011,0.0021,0.1342,0.7375,120.0398
"tum jo aaye",9,0.5958,0.7015,-7.1881,0.0533,0.4141,0.0019,0.1482,0.7647,127.5879
"tum jo aaye",10,0.34,0.7224,-9.1869,0.0453,0.3404,0.3008,0.178,0.5806,107.1938
"no lie",1,0.7676,0.6563,-9.4107,0.1785,0.3675,0,0.1345,0.7556,108.29
"no lie",2,0.7115,0.768,-6.1135,0.1193,0.0924,0,0.1161,0.5169,119.1984
"no lie",3,0.6053,0.7977,-5.2177,0.0903,0.1633,0,0.1531,0.5205,120.6603
"slow motion",1,0.8114,0.4192,-11.4109,0.1229,0.0946,0.0076,0.1137,0.4767,113.109
"slow motion",2,0.6473,0.653,-8.3245,0.0802,0.0541,0.0058,0.17,0.3967,103.4802
"slow motion",3,0.733,0.5853,-8.4517,0.1047,0.1253,0,0.1253,0.2887,116.4872
"slow motion",5,0.7179,0.836,-6.7338,0.0991,0.2276,0.003,0.1792,0.6888,128.6828
"slow motion",6,0.6821,0.6778,-7.3029,0.0705,0.0983,0.0028,0.1456,0.4165,107.6194
"slow motion",7,0.7455,0.639,-7.4128,0.0673,0.1676,0,0.1303,0.4767,105.8697
"slow motion",8,0.6349,0.7894,-6.4728,0.0558,0,0.0113,0.1626,0.2784,130.7681
"slow motion",9,0.0147,0.4467,-14.9635,0.0184,0.535,0.8873,0.1708,0.1705,91.2275
"treat you better",1,0.7514,0.2135,-14.5824,0.1965,0.838,0.0189,0.1265,0.5547,98.3618
"treat you better",2,0.5802,0.7569,-6.1311,0.0562,0.1522,0,0.1469,0.6742,98.4003
"treat you better",3,0.6464,0.6644,-7.0212,0.063,0.2532,0.0022,0.1196,0.6942,145.3179
"treat you better",4,0.518,0.8498,-5.0554,0.0594,0.0854,0.0006,0.1627,0.7665,141.7054
"treat you better",5,0.5745,0.5869,-6.8427,0.058,0.2646,0,0.1224,0.5522,132.291
"treat you better",6,0.5464,0.8303,-5.8298,0.0589,0.0956,0.0035,0.1546,0.6442,131.4191
"treat you better",7,0.2237,0.5924,-10.7501,0.0288,0.4149,0.7192,0.1809,0.3957,145.3612
"ek main aur ekk tu",1,0.7809,0.5573,-12.9505,0.099,0.0324,0.418,0.0965,0.7174,120.7089
"ek main aur ekk tu",2,0.6848,0.6564,-9.0732,0.0581,0.2527,0.0082,0.1254,0.6224,124.7781
"ek main aur ekk tu",3,0.7244,0.6691,-9.0816,0.0435,0.0879,0.0256,0.1196,0.6941,124.3271
"ek main aur ekk tu",4,0.711,0.529,-8.9313,0.0483,0.3967,0,0.1141,0.5249,120.3497
"ek main aur ekk tu",5,0.7216,0.715,-9.4352,0.0449,0.1687,0.0887,0.1347,0.8002,130.3395
"ek main aur ekk tu",6,0.7417,0.7389,-7.1929,0.0645,0.0931,0.0105,0.1423,0.7061,124.5227
"ek main aur ekk tu",7,0.594,0.6081,-8.0088,0.0546,0.5607,0,0.1228,0.5384,117.2025
"ek main aur ekk tu",8,0.6371,0.7368,-7.2895,0.0548,0.0627,0.0547,0.1555,0.6162,135.8814
"ek main aur ekk tu",9,0.6392,0.4105,-12.2514,0.1561,0.2472,0.1109,0.1245,0.5044,98.6723
"desi kalakaar",1,0.6488,0.4246,-11.6876,0.1555,0.7497,0.0036,0.1516,0.59,100.3395
"desi kalakaar",2,0.7516,0.6245,-7.7251,0.1859,0.2783,0,0.1417,0.5292,92.4261
"desi kalakaar",3,0.6913,0.6704,-7.3895,0.1655,0.1275,0.0066,0.1384,0.4827,120.6105
"desi kalakaar",4,0.669,0.5967,-8.1882,0.1524,0.1031,0.0024,0.1452,0.4203,113.1717
"desi kalakaar",5,0.6939,0.6562,-8.4687,0.1176,0.1625,0.0059,0.1273,0.49,92.4533
"desi kalakaar",6,0.8354,0.4641,-10.666,0.4596,0.0964,0.0023,0.1641,0.3981,107.7222
"desi kalakaar",7,0.7985,0.6041,-8.5678,0.2517,0.0791,0.0011,0.1412,0.4451,115.2066
"desi kalakaar",8,0.7335,0.6456,-7.6665,0.1645,0.1848,0,0.1336,0.4507,117.6374
"desi kalakaar",9,0.3949,0.5679,-10.9132,0.0927,0.4048,0.0343,0.1973,0.3682,61.1599
"ek main aur ekk tu",1,0.7809,0.5573,-12.9505,0.099,0.0324,0.418,0.0965,0.7174,120.7089
"ek main aur ekk tu",2,0.6848,0.6564,-9.0732,0.0581,0.2527,0.0082,0.1254,0.6224,124.7781
"ek main aur ekk tu",3,0.7244,0.6691,-9.0816,0.0435,0.0879,0.0256,0.1196,0.6941,124.3271
"ek main aur ekk tu",4,0.711,0.529,-8.9313,0.0483,0.3967,0,0.1141,0.5249,120.3497
"ek main aur ekk tu",5,0.7216,0.715,-9.4352,0.0449,0.1687,0.0887,0.1347,0.8002,130.3395
"ek main aur ekk tu",6,0.7417,0.7389,-7.1929,0.0645,0.0931,0.0105,0.1423,0.7061,124.5227
"ek main aur ekk tu",7,0.594,0.6081,-8.0088,0.0546,0.5607,0,0.1228,0.5384,117.2025
"ek main aur ekk tu",8,0.6371,0.7368,-7.2895,0.0548,0.0627,0.0547,0.1555,0.6162,135.8814
"ek main aur ekk tu",9,0.6392,0.4105,-12.2514,0.1561,0.2472,0.1109,0.1245,0.5044,98.6723
"ek main aur ekk tu",1,0.7809,0.5573,-12.9505,0.099,0.0324,0.418,0.0965,0.7174,120.7089
"ek main aur ekk tu",2,0.6848,0.6564,-9.0732,0.0581,0.2527,0.0082,0.1254,0.6224,124.7781
"ek main aur ekk tu",3,0.7244,0.6691,-9.0816,0.0435,0.0879,0.0256,0.1196,0.6941,124.3271
"ek main aur ekk tu",4,0.711,0.529,-8.9313,0.0483,0.3967,0,0.1141,0.5249,120.3497
"ek main aur ekk tu",5,0.7216,0.715,-9.4352,0.0449,0.1687,0.0887,0.1347,0.8002,130.3395
"ek main aur ekk tu",6,0.7417,0.7389,-7.1929,0.0645,0.0931,0.0105,0.1423,0.7061,124.5227
"ek main aur ekk tu",7,0.594,0.6081,-8.0088,0.0546,0.5607,0,0.1228,0.5384,117.2025
"ek main aur ekk tu",8,0.6371,0.7368,-7.2895,0.0548,0.0627,0.0547,0.1555,0.6162,135.8814
"ek main aur ekk tu",9,0.6392,0.4105,-12.2514,0.1561,0.2472,0.1109,0.1245,0.5044,98.6723
"ek main aur ekk tu",1,0.7809,0.5573,-12.9505,0.099,0.0324,0.418,0.0965,0.7174,120.7089
"ek main aur ekk tu",2,0.6848,0.6564,-9.0732,0.0581,0.2527,0.0082,0.1254,0.6224,124.7781
"ek main aur ekk tu",3,0.7244,0.6691,-9.0816,0.0435,0.0879,0.0256,0.1196,0.6941,124.3271
"ek main aur ekk tu",4,0.711,0.529,-8.9313,0.0483,0.3967,0,0.1141,0.5249,120.3497
"ek main aur ekk tu",5,0.7216,0.715,-9.4352,0.0449,0.1687,0.0887,0.1347,0.8002,130.3395
"ek main aur ekk tu",6,0.7417,0.7389,-7.1929,0.0645,0.0931,0.0105,0.1423,0.7061,124.5227
"ek main aur ekk tu",7,0.594,0.6081,-8.0088,0.0546,0.5607,0,0.1228,0.5384,117.2025
"ek main aur ekk tu",8,0.6371,0.7368,-7.2895,0.0548,0.0627,0.0547,0.1555,0.6162,135.8814
"ek main aur ekk tu",9,0.6392,0.4105,-12.2514,0.1561,0.2472,0.1109,0.1245,0.5044,98.6723
"desi kalakaar",1,0.6488,0.4246,-11.6876,0.1555,0.7497,0.0036,0.1516,0.59,100.3395
"desi kalakaar",2,0.7516,0.6245,-7.7251,0.1859,0.2783,0,0.1417,0.5292,92.4261
"desi kalakaar",3,0.6913,0.6704,-7.3895,0.1655,0.1275,0.0066,0.1384,0.4827,120.6105
"desi kalakaar",4,0.669,0.5967,-8.1882,0.1524,0.1031,0.0024,0.1452,0.4203,113.1717
"desi kalakaar",5,0.6939,0.6562,-8.4687,0.1176,0.1625,0.0059,0.1273,0.49,92.4533
"desi kalakaar",6,0.8354,0.4641,-10.666,0.4596,0.0964,0.0023,0.1641,0.3981,107.7222
"desi kalakaar",7,0.7985,0.6041,-8.5678,0.2517,0.0791,0.0011,0.1412,0.4451,115.2066
"desi kalakaar",8,0.7335,0.6456,-7.6665,0.1645,0.1848,0,0.1336,0.4507,117.6374
"desi kalakaar",9,0.3949,0.5679,-10.9132,0.0927,0.4048,0.0343,0.1973,0.3682,61.1599
"die for you",1,0.6361,0.2906,-14.1047,0.0602,0.5324,0.6821,0.1165,0.269,110.2829
"die for you",2,0.6589,0.3841,-10.2616,0.0951,0.4068,0,0.117,0.4198,113.7597
"die for you",3,0.5708,0.5371,-9.1124,0.1094,0.5237,0,0.1382,0.2949,108.3099
"die for you",4,0.5632,0.5059,-8.2858,0.0482,0.0985,0.0115,0.1342,0.2688,142.0386
"die for you",5,0.6013,0.4406,-9.1489,0.0755,0.4537,0,0.1208,0.3782,116.4361
"die for you",7,0.3828,0.4073,-10.0771,0.0397,0.7498,0.0027,0.1298,0.2457,129.228
"die for you",8,0.4735,0.511,-8.2625,0.0421,0.2628,0.0121,0.1355,0.1442,138.6491
"die for you",9,0.2124,0.3101,-16.8238,0.0363,0.6559,0.1187,0.1491,0.1789,115.0746
"kashmir main tu kanyakumari",1,0.7721,0.4752,-10.5363,0.0785,0.2024,0.4461,0.1004,0.8135,126.1733
"kashmir main tu kanyakumari",2,0.8359,0.67,-7.0296,0.0896,0.1172,0,0.1093,0.769,102.7152
"kashmir main tu kanyakumari",3,0.8094,0.8137,-6.2953,0.0515,0.2011,0,0.1025,0.9121,108.9265
"kashmir main tu kanyakumari",4,0.7595,0.7327,-7.4812,0.0521,0.0261,0.321,0.1294,0.8227,108.0102
"kashmir main tu kanyakumari",5,0.8352,0.7197,-6.825,0.0571,0.154,0,0.1135,0.8913,106.6577
"kashmir main tu kanyakumari",6,0.7875,0.733,-6.4204,0.0717,0.2402,0,0.1137,0.8246,106.0794
"kashmir main tu kanyakumari",7,0.7685,0.6468,-7.2322,0.0513,0.2323,0,0.1167,0.7368,114.906
"kashmir main tu kanyakumari",8,0.837,0.7838,-5.6144,0.0546,0.2062,0,0.1031,0.8573,108.2864
"kashmir main tu kanyakumari",9,0.8531,0.701,-6.3618,0.0834,0.153,0,0.1006,0.8205,110.2686
"kashmir main tu kanyakumari",10,0.7465,0.7976,-6.5481,0.0472,0.1658,0.0098,0.1421,0.8602,109.2653
"kashmir main tu kanyakumari",11,0.1338,0.5198,-13.8461,0.0394,0.551,0.889,0.1902,0.2895,53.1263
"blue eyes",1,0.5311,0.389,-8.0246,0.0339,0.5421,0.0045,0.1293,0.3631,94.3727
"blue eyes",2,0.4201,0.4192,-6.1355,0.0322,0.4944,0.0057,0.1265,0.3245,156.8225
"blue eyes",3,0.4418,0.5787,-6.8399,0.0394,0.2603,0.0046,0.1423,0.4041,158.4714
"blue eyes",4,0.4778,0.6457,-5.2982,0.0317,0.0528,0.0045,0.1423,0.4218,123.3463
"blue eyes",5,0.4612,0.5985,-6.4114,0.0269,0.1289,0.008,0.1258,0.3981,161.0553
"blue eyes",6,0.4649,0.6252,-5.6546,0.0276,0.0232,0.0093,0.1486,0.4005,145.7524
"blue eyes",7,0.4338,0.6513,-5.5946,0.0369,0.0934,0.0036,0.1531,0.4407,139.8678
"blue eyes",8,0.1581,0.3533,-14.9469,0.0245,0.631,0.1002,0.1577,0.1973,132.581
"snowman - sped up version",1,0.699,0.3138,-11.7972,0.0557,0.7065,0.0274,0.1078,0.3837,111.1462
"snowman - sped up version",2,0.6348,0.4357,-8.5128,0.0318,0.3052,0.0105,0.1081,0.3781,123.3848
"snowman - sped up version",3,0.6727,0.3638,-10.4739,0.0516,0.524,0.0112,0.1172,0.3614,106.5827
"snowman - sped up version",4,0.6907,0.5134,-8.3808,0.0329,0.3352,0.0121,0.1103,0.3941,117.4611
"snowman - sped up version",5,0.3817,0.4234,-14.0695,0.039,0.3764,0.5074,0.157,0.1959,88.6167
"baby",1,0.7485,0.2838,-11.0958,0.0868,0.4749,0.0036,0.1074,0.4,123.0622
"baby",2,0.7495,0.5881,-7.6638,0.088,0.1237,0.014,0.1228,0.392,134.4862
"baby",3,0.7597,0.6374,-6.8675,0.103,0.0961,0.0094,0.1372,0.428,119.0499
"baby",4,0.7635,0.6364,-7.3296,0.1186,0.1217,0.0104,0.1385,0.3587,123.237
"baby",5,0.7057,0.6965,-7.2001,0.1919,0.097,0.005,0.1611,0.3725,124.8389
"baby",6,0.6894,0.6422,-8.3141,0.23,0.1446,0.0031,0.19,0.3937,111.7572
"baby",7,0.6753,0.4978,-8.9904,0.0528,0.2059,0.0068,0.1317,0.3001,119.1613
"baby",8,0.2206,0.3966,-12.9634,0.0341,0.1554,0.4893,0.1416,0.1116,143.9059
"rain over me feat marc anthony",1,0.6285,0.6958,-7.2328,0.054,0.0337,0.0054,0.1523,0.4119,120.162
"rain over me feat marc anthony",2,0.668,0.8363,-5.7451,0.1258,0.0081,0.0105,0.1658,0.4289,130.1953
"rain over me feat marc anthony",3,0.5836,0.7203,-6.5543,0.0458,0.038,0.0071,0.142,0.341,133.0627
"rain over me feat marc anthony",4,0.6914,0.8152,-6.276,0.1205,0.0203,0.024,0.1627,0.3996,131.6451
"rain over me feat marc anthony",5,0.5891,0.7502,-6.3711,0.0467,0.0497,0.0054,0.1502,0.3922,131.0643
"rain over me feat marc anthony",6,0.5788,0.619,-9.9226,0.0541,0.05,0.1298,0.1498,0.2477,128.8846
"rain over me feat marc anthony",7,0.5737,0.7134,-6.3594,0.0521,0.0601,0.0034,0.1359,0.3411,127.0423
"rain over me feat marc anthony",8,0.5365,0.752,-7.1473,0.0479,0.0236,0.0104,0.1757,0.3234,130.4226
"dj got us fallin in love feat pitbull",1,0.7949,0.5222,-10.2286,0.083,0.0927,0.0062,0.1078,0.673,116.2242
"dj got us fallin in love feat pitbull",2,0.6647,0.7469,-6.7164,0.0606,0.0659,0.0078,0.1682,0.5269,120.7046
"dj got us fallin in love feat pitbull",3,0.7198,0.728,-6.0028,0.0713,0.0643,0.0002,0.1347,0.5948,122.5142
"dj got us fallin in love feat pitbull",4,0.6836,0.7459,-6.4486,0.0761,0.0656,0,0.1661,0.573,119.4913
"dj got us fallin in love feat pitbull",5,0.648,0.8418,-5.1443,0.1216,0.0915,0,0.1928,0.5936,115.6702
"dj got us fallin in love feat pitbull",6,0.6221,0.696,-6.6644,0.1491,0.4423,0,0.1863,0.6424,118.742
"dj got us fallin in love feat pitbull",7,0.5684,0.8376,-5.3078,0.0673,0.0793,0.0034,0.1892,0.4278,121.2475
"dj got us fallin in love feat pitbull",8,0.2951,0.6273,-9.2961,0.0421,0.3487,0.0385,0.214,0.3596,81.4802
"excuse me girl ambarsariya",1,0.6855,0.7036,-7.0162,0.1584,0.7656,0,0.1773,0.8247,101.5481
"excuse me girl ambarsariya",2,0.6148,0.7118,-6.7308,0.1012,0.2802,0.0034,0.1417,0.4379,147.1846
"excuse me girl ambarsariya",3,0.6133,0.7263,-6.3068,0.093,0.3771,0.0053,0.1682,0.4955,169.4887
"excuse me girl ambarsariya",4,0.5956,0.6857,-7.0017,0.1311,0.4909,0,0.1462,0.5903,142.9626
"excuse me girl ambarsariya",5,0.654,0.7804,-5.7624,0.124,0.4308,0,0.1415,0.6521,142.4339
"excuse me girl ambarsariya",6,0.5897,0.767,-6.4422,0.1007,0.4084,0,0.1674,0.4782,160.1322
"excuse me girl ambarsariya",7,0.5672,0.5838,-7.5363,0.0836,0.5859,0.02,0.1428,0.395,159.0262
"timber",1,0.6117,0.6656,-8.0469,0.0661,0.608,0.006,0.1924,0.7555,114.024
"timber",2,0.6126,0.847,-5.4177,0.1277,0.0683,0,0.2262,0.632,121.6392
"timber",4,0.6285,0.8679,-4.8593,0.0683,0.0423,0,0.198,0.5878,128.8058
"timber",5,0.6471,0.904,-4.8336,0.0938,0.0439,0.001,0.2043,0.6202,121.7652
"timber",6,0.5656,0.9541,-4.3448,0.0672,0.1213,0.0004,0.2395,0.6169,129.6068
"timber",7,0.4634,0.8378,-5.9176,0.0596,0,0.0059,0.253,0.4497,120.558
"ye ishq hai",1,0.7281,0.484,-10.6866,0.0962,0.5903,0.0243,0.1133,0.6609,112.8521
"ye ishq hai",2,0.7909,0.6602,-6.5011,0.0859,0.3473,0,0.1159,0.7752,118.6551
"ye ishq hai",3,0.6938,0.7055,-7.3817,0.0795,0.2368,0.0065,0.1433,0.7289,119.6718
"ye ishq hai",4,0.8149,0.6536,-8.0685,0.1194,0.4794,0,0.1375,0.7882,119.6626
"ye ishq hai",5,0.7107,0.6997,-6.8737,0.079,0.2557,0,0.1324,0.7708,132.1768
"ye ishq hai",6,0.7003,0.6456,-7.7214,0.069,0.4162,0,0.1364,0.7933,119.205
"ye ishq hai",7,0.7582,0.7158,-6.265,0.1294,0.4305,0,0.1294,0.7805,123.9365
"ye ishq hai",8,0.7907,0.614,-7.7994,0.1174,0.4011,0,0.1216,0.7534,123.8218
"ye ishq hai",9,0.8053,0.714,-6.5197,0.1138,0.32,0,0.1264,0.8124,111.0481
